datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/29/2024 7:00:00 AM,1/29/2024 2:00:00 AM,RFC,2700.984
1/29/2024 6:00:00 AM,1/29/2024 1:00:00 AM,MIDATL,366.058
1/29/2024 6:00:00 AM,1/29/2024 1:00:00 AM,OTHER,21.998
1/29/2024 6:00:00 AM,1/29/2024 1:00:00 AM,SOUTH,115.341
1/29/2024 6:00:00 AM,1/29/2024 1:00:00 AM,WEST,2443.299
1/29/2024 6:00:00 AM,1/29/2024 1:00:00 AM,RTO,2924.698
1/29/2024 6:00:00 AM,1/29/2024 1:00:00 AM,RFC,2809.357
1/29/2024 5:00:00 AM,1/29/2024 12:00:00 AM,MIDATL,324.790
1/29/2024 5:00:00 AM,1/29/2024 12:00:00 AM,OTHER,22.726
1/29/2024 5:00:00 AM,1/29/2024 12:00:00 AM,SOUTH,102.805
1/29/2024 5:00:00 AM,1/29/2024 12:00:00 AM,WEST,2558.696
1/29/2024 5:00:00 AM,1/29/2024 12:00:00 AM,RTO,2986.291
1/29/2024 5:00:00 AM,1/29/2024 12:00:00 AM,RFC,2883.486
1/29/2024 4:00:00 AM,1/28/2024 11:00:00 PM,MIDATL,257.922
1/29/2024 4:00:00 AM,1/28/2024 11:00:00 PM,OTHER,24.094
1/29/2024 4:00:00 AM,1/28/2024 11:00:00 PM,SOUTH,126.335
1/29/2024 4:00:00 AM,1/28/2024 11:00:00 PM,WEST,2500.808
1/29/2024 4:00:00 AM,1/28/2024 11:00:00 PM,RTO,2885.065
1/29/2024 4:00:00 AM,1/28/2024 11:00:00 PM,RFC,2758.730
1/29/2024 3:00:00 AM,1/28/2024 10:00:00 PM,MIDATL,199.060
1/29/2024 3:00:00 AM,1/28/2024 10:00:00 PM,OTHER,24.981
1/29/2024 3:00:00 AM,1/28/2024 10:00:00 PM,SOUTH,135.067
1/29/2024 3:00:00 AM,1/28/2024 10:00:00 PM,WEST,2488.365
1/29/2024 3:00:00 AM,1/28/2024 10:00:00 PM,RTO,2822.492
1/29/2024 3:00:00 AM,1/28/2024 10:00:00 PM,RFC,2687.425
1/29/2024 2:00:00 AM,1/28/2024 9:00:00 PM,MIDATL,128.038
1/29/2024 2:00:00 AM,1/28/2024 9:00:00 PM,OTHER,26.193
1/29/2024 2:00:00 AM,1/28/2024 9:00:00 PM,SOUTH,167.387
1/29/2024 2:00:00 AM,1/28/2024 9:00:00 PM,WEST,2689.090
1/29/2024 2:00:00 AM,1/28/2024 9:00:00 PM,RTO,2984.515
1/29/2024 2:00:00 AM,1/28/2024 9:00:00 PM,RFC,2817.128
1/29/2024 1:00:00 AM,1/28/2024 8:00:00 PM,MIDATL,135.529
1/29/2024 1:00:00 AM,1/28/2024 8:00:00 PM,OTHER,27.351
1/29/2024 1:00:00 AM,1/28/2024 8:00:00 PM,SOUTH,185.452
1/29/2024 1:00:00 AM,1/28/2024 8:00:00 PM,WEST,3206.196
1/29/2024 1:00:00 AM,1/28/2024 8:00:00 PM,RTO,3527.177
1/29/2024 1:00:00 AM,1/28/2024 8:00:00 PM,RFC,3341.725
1/29/2024 12:00:00 AM,1/28/2024 7:00:00 PM,MIDATL,146.977
1/29/2024 12:00:00 AM,1/28/2024 7:00:00 PM,OTHER,28.258
1/29/2024 12:00:00 AM,1/28/2024 7:00:00 PM,SOUTH,255.056
1/29/2024 12:00:00 AM,1/28/2024 7:00:00 PM,WEST,3986.773
1/29/2024 12:00:00 AM,1/28/2024 7:00:00 PM,RTO,4388.806
1/29/2024 12:00:00 AM,1/28/2024 7:00:00 PM,RFC,4133.750
1/28/2024 11:00:00 PM,1/28/2024 6:00:00 PM,MIDATL,137.359
1/28/2024 11:00:00 PM,1/28/2024 6:00:00 PM,OTHER,27.885
1/28/2024 11:00:00 PM,1/28/2024 6:00:00 PM,SOUTH,255.391
1/28/2024 11:00:00 PM,1/28/2024 6:00:00 PM,WEST,4551.775
1/28/2024 11:00:00 PM,1/28/2024 6:00:00 PM,RTO,4944.525
1/28/2024 11:00:00 PM,1/28/2024 6:00:00 PM,RFC,4689.134
1/28/2024 10:00:00 PM,1/28/2024 5:00:00 PM,MIDATL,132.240
1/28/2024 10:00:00 PM,1/28/2024 5:00:00 PM,OTHER,27.216
1/28/2024 10:00:00 PM,1/28/2024 5:00:00 PM,SOUTH,178.939
1/28/2024 10:00:00 PM,1/28/2024 5:00:00 PM,WEST,4771.772
1/28/2024 10:00:00 PM,1/28/2024 5:00:00 PM,RTO,5082.951
1/28/2024 10:00:00 PM,1/28/2024 5:00:00 PM,RFC,4904.012
1/28/2024 9:00:00 PM,1/28/2024 4:00:00 PM,MIDATL,111.370
1/28/2024 9:00:00 PM,1/28/2024 4:00:00 PM,OTHER,25.937
1/28/2024 9:00:00 PM,1/28/2024 4:00:00 PM,SOUTH,195.710
1/28/2024 9:00:00 PM,1/28/2024 4:00:00 PM,WEST,4461.243
1/28/2024 9:00:00 PM,1/28/2024 4:00:00 PM,RTO,4768.323
1/28/2024 9:00:00 PM,1/28/2024 4:00:00 PM,RFC,4572.613
1/28/2024 8:00:00 PM,1/28/2024 3:00:00 PM,MIDATL,95.172
1/28/2024 8:00:00 PM,1/28/2024 3:00:00 PM,OTHER,25.663
1/28/2024 8:00:00 PM,1/28/2024 3:00:00 PM,SOUTH,213.728
1/28/2024 8:00:00 PM,1/28/2024 3:00:00 PM,WEST,4729.447
1/28/2024 8:00:00 PM,1/28/2024 3:00:00 PM,RTO,5038.347
1/28/2024 8:00:00 PM,1/28/2024 3:00:00 PM,RFC,4824.619
1/28/2024 7:00:00 PM,1/28/2024 2:00:00 PM,MIDATL,60.286
1/28/2024 7:00:00 PM,1/28/2024 2:00:00 PM,OTHER,25.393
1/28/2024 7:00:00 PM,1/28/2024 2:00:00 PM,SOUTH,79.848
1/28/2024 7:00:00 PM,1/28/2024 2:00:00 PM,WEST,4817.944
1/28/2024 7:00:00 PM,1/28/2024 2:00:00 PM,RTO,4958.078
1/28/2024 7:00:00 PM,1/28/2024 2:00:00 PM,RFC,4878.230
1/28/2024 6:00:00 PM,1/28/2024 1:00:00 PM,MIDATL,50.925
1/28/2024 6:00:00 PM,1/28/2024 1:00:00 PM,OTHER,26.254
1/28/2024 6:00:00 PM,1/28/2024 1:00:00 PM,SOUTH,47.652
1/28/2024 6:00:00 PM,1/28/2024 1:00:00 PM,WEST,5325.442
1/28/2024 6:00:00 PM,1/28/2024 1:00:00 PM,RTO,5424.019
1/28/2024 6:00:00 PM,1/28/2024 1:00:00 PM,RFC,5376.367
1/28/2024 5:00:00 PM,1/28/2024 12:00:00 PM,MIDATL,137.313
1/28/2024 5:00:00 PM,1/28/2024 12:00:00 PM,OTHER,26.210
1/28/2024 5:00:00 PM,1/28/2024 12:00:00 PM,SOUTH,10.448
1/28/2024 5:00:00 PM,1/28/2024 12:00:00 PM,WEST,5705.950
1/28/2024 5:00:00 PM,1/28/2024 12:00:00 PM,RTO,5853.711
1/28/2024 5:00:00 PM,1/28/2024 12:00:00 PM,RFC,5843.263
1/28/2024 4:00:00 PM,1/28/2024 11:00:00 AM,MIDATL,239.695
1/28/2024 4:00:00 PM,1/28/2024 11:00:00 AM,OTHER,26.043
1/28/2024 4:00:00 PM,1/28/2024 11:00:00 AM,SOUTH,8.878
1/28/2024 4:00:00 PM,1/28/2024 11:00:00 AM,WEST,6145.986
1/28/2024 4:00:00 PM,1/28/2024 11:00:00 AM,RTO,6394.559
1/28/2024 4:00:00 PM,1/28/2024 11:00:00 AM,RFC,6385.681
1/28/2024 3:00:00 PM,1/28/2024 10:00:00 AM,MIDATL,382.931
1/28/2024 3:00:00 PM,1/28/2024 10:00:00 AM,OTHER,25.999
1/28/2024 3:00:00 PM,1/28/2024 10:00:00 AM,SOUTH,44.743
1/28/2024 3:00:00 PM,1/28/2024 10:00:00 AM,WEST,6137.790
1/28/2024 3:00:00 PM,1/28/2024 10:00:00 AM,RTO,6565.464
1/28/2024 3:00:00 PM,1/28/2024 10:00:00 AM,RFC,6520.721
1/28/2024 2:00:00 PM,1/28/2024 9:00:00 AM,MIDATL,516.790
1/28/2024 2:00:00 PM,1/28/2024 9:00:00 AM,OTHER,25.675
1/28/2024 2:00:00 PM,1/28/2024 9:00:00 AM,SOUTH,138.113
1/28/2024 2:00:00 PM,1/28/2024 9:00:00 AM,WEST,6242.600
1/28/2024 2:00:00 PM,1/28/2024 9:00:00 AM,RTO,6897.503
1/28/2024 2:00:00 PM,1/28/2024 9:00:00 AM,RFC,6759.390
1/28/2024 1:00:00 PM,1/28/2024 8:00:00 AM,MIDATL,531.083
1/28/2024 1:00:00 PM,1/28/2024 8:00:00 AM,OTHER,24.638
1/28/2024 1:00:00 PM,1/28/2024 8:00:00 AM,SOUTH,121.942
1/28/2024 1:00:00 PM,1/28/2024 8:00:00 AM,WEST,6589.298
1/28/2024 1:00:00 PM,1/28/2024 8:00:00 AM,RTO,7242.323
1/28/2024 1:00:00 PM,1/28/2024 8:00:00 AM,RFC,7120.381
1/28/2024 12:00:00 PM,1/28/2024 7:00:00 AM,MIDATL,418.122
1/28/2024 12:00:00 PM,1/28/2024 7:00:00 AM,OTHER,22.950
1/28/2024 12:00:00 PM,1/28/2024 7:00:00 AM,SOUTH,147.292
1/28/2024 12:00:00 PM,1/28/2024 7:00:00 AM,WEST,7051.220
1/28/2024 12:00:00 PM,1/28/2024 7:00:00 AM,RTO,7616.634
1/28/2024 12:00:00 PM,1/28/2024 7:00:00 AM,RFC,7469.342
1/28/2024 11:00:00 AM,1/28/2024 6:00:00 AM,MIDATL,436.448
1/28/2024 11:00:00 AM,1/28/2024 6:00:00 AM,OTHER,22.074
1/28/2024 11:00:00 AM,1/28/2024 6:00:00 AM,SOUTH,202.146
1/28/2024 11:00:00 AM,1/28/2024 6:00:00 AM,WEST,7299.254
1/28/2024 11:00:00 AM,1/28/2024 6:00:00 AM,RTO,7937.848
1/28/2024 11:00:00 AM,1/28/2024 6:00:00 AM,RFC,7735.702
1/28/2024 10:00:00 AM,1/28/2024 5:00:00 AM,MIDATL,623.542
1/28/2024 10:00:00 AM,1/28/2024 5:00:00 AM,OTHER,21.135
1/28/2024 10:00:00 AM,1/28/2024 5:00:00 AM,SOUTH,200.343
1/28/2024 10:00:00 AM,1/28/2024 5:00:00 AM,WEST,7369.020
1/28/2024 10:00:00 AM,1/28/2024 5:00:00 AM,RTO,8192.905
1/28/2024 10:00:00 AM,1/28/2024 5:00:00 AM,RFC,7992.562
1/28/2024 9:00:00 AM,1/28/2024 4:00:00 AM,MIDATL,689.596
1/28/2024 9:00:00 AM,1/28/2024 4:00:00 AM,OTHER,20.061
1/28/2024 9:00:00 AM,1/28/2024 4:00:00 AM,SOUTH,152.903
1/28/2024 9:00:00 AM,1/28/2024 4:00:00 AM,WEST,7537.216
1/28/2024 9:00:00 AM,1/28/2024 4:00:00 AM,RTO,8379.715
1/28/2024 9:00:00 AM,1/28/2024 4:00:00 AM,RFC,8226.812
1/28/2024 8:00:00 AM,1/28/2024 3:00:00 AM,MIDATL,634.466
1/28/2024 8:00:00 AM,1/28/2024 3:00:00 AM,OTHER,19.396
1/28/2024 8:00:00 AM,1/28/2024 3:00:00 AM,SOUTH,82.377
1/28/2024 8:00:00 AM,1/28/2024 3:00:00 AM,WEST,7615.395
1/28/2024 8:00:00 AM,1/28/2024 3:00:00 AM,RTO,8332.238
1/28/2024 8:00:00 AM,1/28/2024 3:00:00 AM,RFC,8249.861
1/28/2024 7:00:00 AM,1/28/2024 2:00:00 AM,MIDATL,583.351
1/28/2024 7:00:00 AM,1/28/2024 2:00:00 AM,OTHER,19.547
1/28/2024 7:00:00 AM,1/28/2024 2:00:00 AM,SOUTH,81.629
1/28/2024 7:00:00 AM,1/28/2024 2:00:00 AM,WEST,7524.322
1/28/2024 7:00:00 AM,1/28/2024 2:00:00 AM,RTO,8189.302
1/28/2024 7:00:00 AM,1/28/2024 2:00:00 AM,RFC,8107.673
1/28/2024 6:00:00 AM,1/28/2024 1:00:00 AM,MIDATL,561.346
1/28/2024 6:00:00 AM,1/28/2024 1:00:00 AM,OTHER,20.463
1/28/2024 6:00:00 AM,1/28/2024 1:00:00 AM,SOUTH,105.162
1/28/2024 6:00:00 AM,1/28/2024 1:00:00 AM,WEST,7365.713
1/28/2024 6:00:00 AM,1/28/2024 1:00:00 AM,RTO,8032.221
1/28/2024 6:00:00 AM,1/28/2024 1:00:00 AM,RFC,7927.059
1/28/2024 5:00:00 AM,1/28/2024 12:00:00 AM,MIDATL,584.907
1/28/2024 5:00:00 AM,1/28/2024 12:00:00 AM,OTHER,21.099
1/28/2024 5:00:00 AM,1/28/2024 12:00:00 AM,SOUTH,87.905
1/28/2024 5:00:00 AM,1/28/2024 12:00:00 AM,WEST,6895.121
1/28/2024 5:00:00 AM,1/28/2024 12:00:00 AM,RTO,7567.933
1/28/2024 5:00:00 AM,1/28/2024 12:00:00 AM,RFC,7480.028
1/28/2024 4:00:00 AM,1/27/2024 11:00:00 PM,MIDATL,475.400
1/28/2024 4:00:00 AM,1/27/2024 11:00:00 PM,OTHER,21.431
1/28/2024 4:00:00 AM,1/27/2024 11:00:00 PM,SOUTH,128.238
1/28/2024 4:00:00 AM,1/27/2024 11:00:00 PM,WEST,6648.499
1/28/2024 4:00:00 AM,1/27/2024 11:00:00 PM,RTO,7252.137
1/28/2024 4:00:00 AM,1/27/2024 11:00:00 PM,RFC,7123.899
1/28/2024 3:00:00 AM,1/27/2024 10:00:00 PM,MIDATL,439.374
1/28/2024 3:00:00 AM,1/27/2024 10:00:00 PM,OTHER,22.676
1/28/2024 3:00:00 AM,1/27/2024 10:00:00 PM,SOUTH,148.434
1/28/2024 3:00:00 AM,1/27/2024 10:00:00 PM,WEST,6745.770
1/28/2024 3:00:00 AM,1/27/2024 10:00:00 PM,RTO,7333.578
1/28/2024 3:00:00 AM,1/27/2024 10:00:00 PM,RFC,7185.144
1/28/2024 2:00:00 AM,1/27/2024 9:00:00 PM,MIDATL,317.425
1/28/2024 2:00:00 AM,1/27/2024 9:00:00 PM,OTHER,23.330
1/28/2024 2:00:00 AM,1/27/2024 9:00:00 PM,SOUTH,136.819
1/28/2024 2:00:00 AM,1/27/2024 9:00:00 PM,WEST,6176.233
1/28/2024 2:00:00 AM,1/27/2024 9:00:00 PM,RTO,6630.477
1/28/2024 2:00:00 AM,1/27/2024 9:00:00 PM,RFC,6493.658
1/28/2024 1:00:00 AM,1/27/2024 8:00:00 PM,MIDATL,291.295
1/28/2024 1:00:00 AM,1/27/2024 8:00:00 PM,OTHER,23.810
1/28/2024 1:00:00 AM,1/27/2024 8:00:00 PM,SOUTH,150.726
1/28/2024 1:00:00 AM,1/27/2024 8:00:00 PM,WEST,5488.073
1/28/2024 1:00:00 AM,1/27/2024 8:00:00 PM,RTO,5930.094
1/28/2024 1:00:00 AM,1/27/2024 8:00:00 PM,RFC,5779.368
1/28/2024 12:00:00 AM,1/27/2024 7:00:00 PM,MIDATL,260.498
1/28/2024 12:00:00 AM,1/27/2024 7:00:00 PM,OTHER,24.705
1/28/2024 12:00:00 AM,1/27/2024 7:00:00 PM,SOUTH,147.547
1/28/2024 12:00:00 AM,1/27/2024 7:00:00 PM,WEST,4343.574
1/28/2024 12:00:00 AM,1/27/2024 7:00:00 PM,RTO,4751.619
1/28/2024 12:00:00 AM,1/27/2024 7:00:00 PM,RFC,4604.072
1/27/2024 11:00:00 PM,1/27/2024 6:00:00 PM,MIDATL,221.945
1/27/2024 11:00:00 PM,1/27/2024 6:00:00 PM,OTHER,24.882
1/27/2024 11:00:00 PM,1/27/2024 6:00:00 PM,SOUTH,107.867
1/27/2024 11:00:00 PM,1/27/2024 6:00:00 PM,WEST,3557.187
1/27/2024 11:00:00 PM,1/27/2024 6:00:00 PM,RTO,3886.999
1/27/2024 11:00:00 PM,1/27/2024 6:00:00 PM,RFC,3779.132
1/27/2024 10:00:00 PM,1/27/2024 5:00:00 PM,MIDATL,135.188
1/27/2024 10:00:00 PM,1/27/2024 5:00:00 PM,OTHER,24.277
1/27/2024 10:00:00 PM,1/27/2024 5:00:00 PM,SOUTH,125.250
1/27/2024 10:00:00 PM,1/27/2024 5:00:00 PM,WEST,2925.227
1/27/2024 10:00:00 PM,1/27/2024 5:00:00 PM,RTO,3185.665
1/27/2024 10:00:00 PM,1/27/2024 5:00:00 PM,RFC,3060.415
1/27/2024 9:00:00 PM,1/27/2024 4:00:00 PM,MIDATL,39.116
1/27/2024 9:00:00 PM,1/27/2024 4:00:00 PM,OTHER,22.833
1/27/2024 9:00:00 PM,1/27/2024 4:00:00 PM,SOUTH,113.806
1/27/2024 9:00:00 PM,1/27/2024 4:00:00 PM,WEST,2272.465
1/27/2024 9:00:00 PM,1/27/2024 4:00:00 PM,RTO,2425.387
1/27/2024 9:00:00 PM,1/27/2024 4:00:00 PM,RFC,2311.581
1/27/2024 8:00:00 PM,1/27/2024 3:00:00 PM,MIDATL,-0.785
1/27/2024 8:00:00 PM,1/27/2024 3:00:00 PM,OTHER,22.948
1/27/2024 8:00:00 PM,1/27/2024 3:00:00 PM,SOUTH,107.642
1/27/2024 8:00:00 PM,1/27/2024 3:00:00 PM,WEST,1609.926
1/27/2024 8:00:00 PM,1/27/2024 3:00:00 PM,RTO,1716.783
1/27/2024 8:00:00 PM,1/27/2024 3:00:00 PM,RFC,1609.141
1/27/2024 7:00:00 PM,1/27/2024 2:00:00 PM,MIDATL,-4.828
1/27/2024 7:00:00 PM,1/27/2024 2:00:00 PM,OTHER,22.156
1/27/2024 7:00:00 PM,1/27/2024 2:00:00 PM,SOUTH,83.857
1/27/2024 7:00:00 PM,1/27/2024 2:00:00 PM,WEST,920.177
1/27/2024 7:00:00 PM,1/27/2024 2:00:00 PM,RTO,999.206
1/27/2024 7:00:00 PM,1/27/2024 2:00:00 PM,RFC,915.349
1/27/2024 6:00:00 PM,1/27/2024 1:00:00 PM,MIDATL,-4.167
1/27/2024 6:00:00 PM,1/27/2024 1:00:00 PM,OTHER,21.532
1/27/2024 6:00:00 PM,1/27/2024 1:00:00 PM,SOUTH,80.418
1/27/2024 6:00:00 PM,1/27/2024 1:00:00 PM,WEST,325.993
1/27/2024 6:00:00 PM,1/27/2024 1:00:00 PM,RTO,402.244
1/27/2024 6:00:00 PM,1/27/2024 1:00:00 PM,RFC,321.826
1/27/2024 5:00:00 PM,1/27/2024 12:00:00 PM,MIDATL,-3.859
1/27/2024 5:00:00 PM,1/27/2024 12:00:00 PM,OTHER,22.779
1/27/2024 5:00:00 PM,1/27/2024 12:00:00 PM,SOUTH,70.466
1/27/2024 5:00:00 PM,1/27/2024 12:00:00 PM,WEST,111.973
1/27/2024 5:00:00 PM,1/27/2024 12:00:00 PM,RTO,178.580
1/27/2024 5:00:00 PM,1/27/2024 12:00:00 PM,RFC,108.114
1/27/2024 4:00:00 PM,1/27/2024 11:00:00 AM,MIDATL,1.777
1/27/2024 4:00:00 PM,1/27/2024 11:00:00 AM,OTHER,23.640
1/27/2024 4:00:00 PM,1/27/2024 11:00:00 AM,SOUTH,58.178
1/27/2024 4:00:00 PM,1/27/2024 11:00:00 AM,WEST,67.782
1/27/2024 4:00:00 PM,1/27/2024 11:00:00 AM,RTO,127.737
1/27/2024 4:00:00 PM,1/27/2024 11:00:00 AM,RFC,69.559
1/27/2024 3:00:00 PM,1/27/2024 10:00:00 AM,MIDATL,75.125
1/27/2024 3:00:00 PM,1/27/2024 10:00:00 AM,OTHER,23.151
1/27/2024 3:00:00 PM,1/27/2024 10:00:00 AM,SOUTH,50.405
1/27/2024 3:00:00 PM,1/27/2024 10:00:00 AM,WEST,317.802
1/27/2024 3:00:00 PM,1/27/2024 10:00:00 AM,RTO,443.332
1/27/2024 3:00:00 PM,1/27/2024 10:00:00 AM,RFC,392.927
1/27/2024 2:00:00 PM,1/27/2024 9:00:00 AM,MIDATL,191.906
1/27/2024 2:00:00 PM,1/27/2024 9:00:00 AM,OTHER,23.185
1/27/2024 2:00:00 PM,1/27/2024 9:00:00 AM,SOUTH,66.828
1/27/2024 2:00:00 PM,1/27/2024 9:00:00 AM,WEST,335.800
1/27/2024 2:00:00 PM,1/27/2024 9:00:00 AM,RTO,594.534
1/27/2024 2:00:00 PM,1/27/2024 9:00:00 AM,RFC,527.706
1/27/2024 1:00:00 PM,1/27/2024 8:00:00 AM,MIDATL,203.235
1/27/2024 1:00:00 PM,1/27/2024 8:00:00 AM,OTHER,22.660
1/27/2024 1:00:00 PM,1/27/2024 8:00:00 AM,SOUTH,84.130
1/27/2024 1:00:00 PM,1/27/2024 8:00:00 AM,WEST,401.992
1/27/2024 1:00:00 PM,1/27/2024 8:00:00 AM,RTO,689.357
1/27/2024 1:00:00 PM,1/27/2024 8:00:00 AM,RFC,605.227
1/27/2024 12:00:00 PM,1/27/2024 7:00:00 AM,MIDATL,75.336
1/27/2024 12:00:00 PM,1/27/2024 7:00:00 AM,OTHER,21.857
1/27/2024 12:00:00 PM,1/27/2024 7:00:00 AM,SOUTH,117.565
1/27/2024 12:00:00 PM,1/27/2024 7:00:00 AM,WEST,338.684
1/27/2024 12:00:00 PM,1/27/2024 7:00:00 AM,RTO,531.585
1/27/2024 12:00:00 PM,1/27/2024 7:00:00 AM,RFC,414.020
1/27/2024 11:00:00 AM,1/27/2024 6:00:00 AM,MIDATL,80.402
1/27/2024 11:00:00 AM,1/27/2024 6:00:00 AM,OTHER,19.970
1/27/2024 11:00:00 AM,1/27/2024 6:00:00 AM,SOUTH,203.595
1/27/2024 11:00:00 AM,1/27/2024 6:00:00 AM,WEST,377.416
1/27/2024 11:00:00 AM,1/27/2024 6:00:00 AM,RTO,661.413
1/27/2024 11:00:00 AM,1/27/2024 6:00:00 AM,RFC,457.818
1/27/2024 10:00:00 AM,1/27/2024 5:00:00 AM,MIDATL,105.820
1/27/2024 10:00:00 AM,1/27/2024 5:00:00 AM,OTHER,18.304
1/27/2024 10:00:00 AM,1/27/2024 5:00:00 AM,SOUTH,149.138
1/27/2024 10:00:00 AM,1/27/2024 5:00:00 AM,WEST,337.386
1/27/2024 10:00:00 AM,1/27/2024 5:00:00 AM,RTO,592.344
1/27/2024 10:00:00 AM,1/27/2024 5:00:00 AM,RFC,443.206
1/27/2024 9:00:00 AM,1/27/2024 4:00:00 AM,MIDATL,116.476
1/27/2024 9:00:00 AM,1/27/2024 4:00:00 AM,OTHER,17.592
1/27/2024 9:00:00 AM,1/27/2024 4:00:00 AM,SOUTH,104.029
1/27/2024 9:00:00 AM,1/27/2024 4:00:00 AM,WEST,450.035
1/27/2024 9:00:00 AM,1/27/2024 4:00:00 AM,RTO,670.540
1/27/2024 9:00:00 AM,1/27/2024 4:00:00 AM,RFC,566.511
1/27/2024 8:00:00 AM,1/27/2024 3:00:00 AM,MIDATL,137.002
1/27/2024 8:00:00 AM,1/27/2024 3:00:00 AM,OTHER,17.176
1/27/2024 8:00:00 AM,1/27/2024 3:00:00 AM,SOUTH,103.860
1/27/2024 8:00:00 AM,1/27/2024 3:00:00 AM,WEST,620.115
1/27/2024 8:00:00 AM,1/27/2024 3:00:00 AM,RTO,860.977
1/27/2024 8:00:00 AM,1/27/2024 3:00:00 AM,RFC,757.117
1/27/2024 7:00:00 AM,1/27/2024 2:00:00 AM,MIDATL,124.177
1/27/2024 7:00:00 AM,1/27/2024 2:00:00 AM,OTHER,17.672
1/27/2024 7:00:00 AM,1/27/2024 2:00:00 AM,SOUTH,105.634
1/27/2024 7:00:00 AM,1/27/2024 2:00:00 AM,WEST,535.961
1/27/2024 7:00:00 AM,1/27/2024 2:00:00 AM,RTO,765.772
1/27/2024 7:00:00 AM,1/27/2024 2:00:00 AM,RFC,660.138
1/27/2024 6:00:00 AM,1/27/2024 1:00:00 AM,MIDATL,145.868
1/27/2024 6:00:00 AM,1/27/2024 1:00:00 AM,OTHER,17.959
1/27/2024 6:00:00 AM,1/27/2024 1:00:00 AM,SOUTH,113.264
1/27/2024 6:00:00 AM,1/27/2024 1:00:00 AM,WEST,468.308
1/27/2024 6:00:00 AM,1/27/2024 1:00:00 AM,RTO,727.440
1/27/2024 6:00:00 AM,1/27/2024 1:00:00 AM,RFC,614.176
1/27/2024 5:00:00 AM,1/27/2024 12:00:00 AM,MIDATL,178.072
1/27/2024 5:00:00 AM,1/27/2024 12:00:00 AM,OTHER,18.419
1/27/2024 5:00:00 AM,1/27/2024 12:00:00 AM,SOUTH,129.904
1/27/2024 5:00:00 AM,1/27/2024 12:00:00 AM,WEST,546.720
1/27/2024 5:00:00 AM,1/27/2024 12:00:00 AM,RTO,854.696
1/27/2024 5:00:00 AM,1/27/2024 12:00:00 AM,RFC,724.792
1/27/2024 4:00:00 AM,1/26/2024 11:00:00 PM,MIDATL,249.801
1/27/2024 4:00:00 AM,1/26/2024 11:00:00 PM,OTHER,19.735
1/27/2024 4:00:00 AM,1/26/2024 11:00:00 PM,SOUTH,134.033
1/27/2024 4:00:00 AM,1/26/2024 11:00:00 PM,WEST,722.757
1/27/2024 4:00:00 AM,1/26/2024 11:00:00 PM,RTO,1106.591
1/27/2024 4:00:00 AM,1/26/2024 11:00:00 PM,RFC,972.558
1/27/2024 3:00:00 AM,1/26/2024 10:00:00 PM,MIDATL,323.986
1/27/2024 3:00:00 AM,1/26/2024 10:00:00 PM,OTHER,21.183
1/27/2024 3:00:00 AM,1/26/2024 10:00:00 PM,SOUTH,130.608
1/27/2024 3:00:00 AM,1/26/2024 10:00:00 PM,WEST,861.353
1/27/2024 3:00:00 AM,1/26/2024 10:00:00 PM,RTO,1315.947
1/27/2024 3:00:00 AM,1/26/2024 10:00:00 PM,RFC,1185.339
1/27/2024 2:00:00 AM,1/26/2024 9:00:00 PM,MIDATL,271.648
1/27/2024 2:00:00 AM,1/26/2024 9:00:00 PM,OTHER,22.227
1/27/2024 2:00:00 AM,1/26/2024 9:00:00 PM,SOUTH,77.813
1/27/2024 2:00:00 AM,1/26/2024 9:00:00 PM,WEST,1020.444
1/27/2024 2:00:00 AM,1/26/2024 9:00:00 PM,RTO,1369.905
1/27/2024 2:00:00 AM,1/26/2024 9:00:00 PM,RFC,1292.092
1/27/2024 1:00:00 AM,1/26/2024 8:00:00 PM,MIDATL,307.519
1/27/2024 1:00:00 AM,1/26/2024 8:00:00 PM,OTHER,23.168
1/27/2024 1:00:00 AM,1/26/2024 8:00:00 PM,SOUTH,47.206
1/27/2024 1:00:00 AM,1/26/2024 8:00:00 PM,WEST,1063.784
1/27/2024 1:00:00 AM,1/26/2024 8:00:00 PM,RTO,1418.509
1/27/2024 1:00:00 AM,1/26/2024 8:00:00 PM,RFC,1371.303
1/27/2024 12:00:00 AM,1/26/2024 7:00:00 PM,MIDATL,289.606
1/27/2024 12:00:00 AM,1/26/2024 7:00:00 PM,OTHER,23.808
1/27/2024 12:00:00 AM,1/26/2024 7:00:00 PM,SOUTH,90.407
1/27/2024 12:00:00 AM,1/26/2024 7:00:00 PM,WEST,882.841
1/27/2024 12:00:00 AM,1/26/2024 7:00:00 PM,RTO,1262.854
1/27/2024 12:00:00 AM,1/26/2024 7:00:00 PM,RFC,1172.447
1/26/2024 11:00:00 PM,1/26/2024 6:00:00 PM,MIDATL,365.839
1/26/2024 11:00:00 PM,1/26/2024 6:00:00 PM,OTHER,24.670
1/26/2024 11:00:00 PM,1/26/2024 6:00:00 PM,SOUTH,101.058
1/26/2024 11:00:00 PM,1/26/2024 6:00:00 PM,WEST,859.222
1/26/2024 11:00:00 PM,1/26/2024 6:00:00 PM,RTO,1326.119
1/26/2024 11:00:00 PM,1/26/2024 6:00:00 PM,RFC,1225.061
1/26/2024 10:00:00 PM,1/26/2024 5:00:00 PM,MIDATL,360.096
1/26/2024 10:00:00 PM,1/26/2024 5:00:00 PM,OTHER,24.191
